"device","logpoint","quantity","average_capacity","Queue"
"PS70950DRVR-RK","1430","24834","300388.38","0.08"
"PS70950DRVR-RK","2150","12416","300388.38","0.04"
"PS70950DRVR-RK","4410","24834","300388.38","0.08"
"PS74801DRCR2-B","1400","48342","217915.27","0.22"
"PS74801DRCR2-B","1410","13815","217915.27","0.06"
"PS74801DRCR2-B","1430","41455","217915.27","0.19"
"PS74801DRCR2-B","1450","47435","217915.27","0.22"
"PS74801DRCR2-B","2000","56687","217915.27","0.26"
"PS74801DRCR2-B","2150","27599","217915.27","0.13"
"PS74801DRCR2-B","4410","268826","217915.27","1.23"
"PS7A3301RGWR-R","1450","5431","54264.65","0.1"
"PS7A4701RGWR-R","1420","7099","57012.16","0.12"
"PS7A4701RGWR-R","4410","3801","57012.16","0.07"
"PS7A4701RGWT-R","1430","15755","57012.16","0.28"
"PS7A4701RGWT-R","1450","5201","57012.16","0.09"
"PS7A7100RGTT-L","4410","13818","55854.55","0.25"
"Q24072TRGTR-LY","4410","19465","81721.57","0.24"
"Q24074RGTR-G2Y","4410","113635","89756.55","1.27"
"Q24075RGTR-G2Y","1400","16792","88903.75","0.19"
"Q24075RGTR-G2Y","1410","33565","88903.75","0.38"
"Q24075RGTR-G2Y","1450","15932","88903.75","0.18"
"Q24075RGTR-G2Y","2100","9743","88903.75","0.11"
"Q24075RGTR-G2Y","4410","198498","88903.75","2.23"
"Q24160RGER-G2Y","4410","8205","66679.73","0.12"
"Q24166RGER-G2Y","4410","32628","73501.53","0.44"
"Q24167RGER-G2Y","4410","24494","71561.17","0.34"
"Q24168RGER-G2Y","4410","40478","66690.94","0.61"
"Q24192HRGER-RY","695","9530","60916.13","0.16"
"Q24195RGER-G2Y","1400","10026","60916.13","0.16"
"Q24195RGER-G2Y","1410","94220","60916.13","1.55"
"Q24195RGER-G2Y","1420","23114","60916.13","0.38"
"Q24195RGER-G2Y","1430","40010","60916.13","0.66"
"Q24195RGER-G2Y","1450","40450","60916.13","0.66"
"Q24195RGER-G2Y","2100","22668","60916.13","0.37"
"Q24195RGER-G2Y","3000","9930","60916.13","0.16"
"Q24195RGER-G2Y","4410","34663","60916.13","0.57"
"Q24196RGER-G2Y","695","10030","60916.13","0.16"
"Q24196RGER-G2Y","1400","37244","60916.13","0.61"
"Q24196RGER-G2Y","1410","30310","60916.13","0.5"
"Q24196RGER-G2Y","1420","5420","60916.13","0.09"
"Q24196RGER-G2Y","1430","10013","60916.13","0.16"
"Q24196RGER-G2Y","1450","20042","60916.13","0.33"
"Q24196RGER-G2Y","1460","14913","60916.13","0.24"
"Q24196RGER-G2Y","2100","16545","60916.13","0.27"
"Q24196RGER-G2Y","4410","231651","60916.13","3.8"
"Q24296RGER-G2Y","4410","4955",NULL,"0"
"Q24314ADSGR-G2","4410","501285","195257.98","2.57"
"Q24617RGER-G2K","1410","5010","50510.77","0.1"
"Q24640RVAR-G2K","1410","3310","52646.91","0.06"
"Q24640RVAR-G2K","1420","5967","52646.91","0.11"
"Q24640RVAR-G2K","1450","20043","52646.91","0.38"
"Q24715RGRR-G2K","1410","15087","59964.27","0.25"
"Q24715RGRR-G2K","1420","15087","59964.27","0.25"
"Q24715RGRR-G2K","4410","30193","59964.27","0.5"
"Q24725ARGRR-LK","1400","26675","90560.3","0.29"
"Q24725ARGRR-LK","1410","15114","90560.3","0.17"
"Q24725ARGRR-LK","1430","15119","90560.3","0.17"
"Q24727RGRR-G2K","1450","7490","76975.87","0.1"
"Q24727RGRR-G2K","2100","10512","76975.87","0.14"
"Q24735RGRR1-LK","1410","42237","87959.22","0.48"
"Q24735RGRR1-LK","1420","14989","87959.22","0.17"
"Q24735RGRR1-LK","1450","37740","87959.22","0.43"
"Q24735RGRR1-LK","2100","34687","87959.22","0.39"
"Q24735RGRR1-LK","4410","60445","87959.22","0.69"
"Q24736RGRR-G2K","2100","10477","75720.65","0.14"
"Q24736RGRR-G2K","4410","54063","75720.65","0.71"
"Q24753ARHDR-LK","4410","19704","18914.92","1.04"
"Q24780RUYR-G2K","1410","19937","64256.32","0.31"
"Q24780RUYR-G2K","1430","5030","64256.32","0.08"
"Q24780RUYR-G2K","1450","22760","64256.32","0.35"
"Q24780RUYR-G2K","2100","20074","64256.32","0.31"
"Q24780RUYR-G2K","4410","49653","64256.32","0.77"
"Q25890HRTWR-G2","1450","10049",NULL,"0"
"Q25895MRTWR-G2","695","26624","0","0"
"Q25895MRTWR-G2","1430","9355","0","0"
"Q25895MRTWR-G2","1450","71033","0","0"
"Q25895MRTWR-G2","2000","30161","0","0"
"Q25895MRTWR-G2","2150","19067","0","0"
"Q25895MRTWR-G2","4410","42861","0","0"
"RV2667RGPR2-8P","1420","40387","82989.03","0.49"
"S40100RGER1-BY","2100","10216","37663.35","0.27"
"S40100RGER1-BY","4410","67590","37663.35","1.79"
"S40192DRCR1-BY","4410","14708","95390.83","0.15"
"S40422RHAR1-G2","4410","6804","23509.33","0.29"
"S51123RGER1-BY","2100","17032","61725.77","0.28"
"S51123RGER1-BY","4410","39758","61725.77","0.64"
"S51125ARGER-BY","1410","20049","67600.47","0.3"
"S51125ARGER-BY","1450","20051","67600.47","0.3"
"S51125ARGER-BY","2100","29164","67600.47","0.43"
"S51125ARGER-BY","4410","64110","67600.47","0.95"
"S51200DRCR-G2Y","1410","16893","99263.5","0.17"
"S51220ARSNR-LK","695","10080","30679.08","0.33"
"S51220ARSNR-LK","1410","10067","30679.08","0.33"
"S51220ARSNR-LK","4410","4906","30679.08","0.16"
"S51362RVER-LNY","695","7854","83732.62","0.09"
"S51362RVER-LNY","4410","7525","83732.62","0.09"
"S51363RVER-LNY","2100","9195","89756.55","0.1"
"S51363RVER-LNY","4410","34626","89756.55","0.39"
"S51367RVER-LNY","4410","7836","86948.19","0.09"
"S51916ARUKR-LK","4410","16617","87860.28","0.19"
"S53211ARGTR-LK","4410","25999","93942.66","0.28"
"S53311RGTR1-G2","4410","44949","94171.79","0.48"
"S53353DQPR2-CN","4410","61430","58901.78","1.04"
"S53511RGTR-G2Y","1410","16879","79691.29","0.21"
"S53511RGTR-G2Y","4410","16817","79691.29","0.21"
"S53647RTAR-G2K","1410","3198","7257.6","0.44"
"S54319RTER1-G2","1410","13814","0","0"
"S54319RTER1-G2","2000","55225","0","0"
"S54319RTER1-G2","2150","21543","0","0"
"S54328DRCR-G2Y","1410","13824","83521.23","0.17"
"S54328DRCR-G2Y","3000","13810","83521.23","0.17"
"S54328DRCR-G2Y","4410","27619","83521.23","0.33"
"S54335ADRCR-G2","1410","13813","88918.36","0.16"
"S54335ADRCR-G2","1450","13770","88918.36","0.15"
"S54335ADRCR-G2","3000","6888","88918.36","0.08"
"S54335ADRCR-G2","4410","104560","88918.36","1.18"
"S544A22RVFR-LN","4410","22289","22037.3","1.01"
"S544B20RVFR-LN","4410","6836","18037.33","0.38"
"S544C20RVFR-LN","4410","12577","16624.76","0.76"
"S544C22RVFR-LN","4410","15203","21529.18","0.71"
"S544C22RVFT-LN","4410","18292","21529.18","0.85"
"S544C24RVFR-LN","695","10940","20621.08","0.53"
"S544C24RVFR-LN","1400","38202","20621.08","1.85"
"S544C24RVFR-LN","1410","9096","20621.08","0.44"
"S544C24RVFR-LN","1420","18294","20621.08","0.89"
"S544C24RVFR-LN","1450","40376","20621.08","1.96"
"S544C24RVFR-LN","1460","3672","20621.08","0.18"
"S544C24RVFR-LN","2100","16413","20621.08","0.8"
"S544C24RVFR-LN","3000","26436","20621.08","1.28"
"S544C24RVFR-LN","4410","462658","20621.08","22.44"
"S56121ADQPR1-C","695","20999","66294.52","0.32"
"S56121ADQPR1-C","1450","2318","66294.52","0.03"
"S56121ADQPR1-C","2100","7022","66294.52","0.11"
"S56121ADQPR1-C","4410","10948","66294.52","0.17"
"S61020DRCR1-RY","4410","17721","115912.08","0.15"
"S61087DRCR-G2Y","1410","16901","121991.89","0.14"
"S61093DSKR-G2K","4410","30040","436173.91","0.07"
"S62067DSGR1-G2","1410","49674","364126.32","0.14"
"S62067DSGR1-G2","1420","24836","364126.32","0.07"
"S62067DSGR1-G2","2000","24839","364126.32","0.07"
"S62067DSGR1-G2","2150","24832","364126.32","0.07"
"S62067DSGR1-G2","4410","227766","364126.32","0.63"
"S62090RGTR-G2Y","4410","27354","89993.69","0.3"
"S62130ARGTR-LY","1460","16540","104991.7","0.16"
"S62134ARGTR1-L","1400","13800","88556.04","0.16"
"S62134CRGTR1-L","1450","13701","98755.88","0.14"
"S62140ARGTR-LY","1450","9982","95190.77","0.1"
"S62736RGYR-G2K","1410","15102","58485.72","0.26"
"S62736RGYR-G2K","1420","15115","58485.72","0.26"
"S62736RGYR-G2K","1430","15093","58485.72","0.26"
"S62736RGYR-G2K","1450","15102","58485.72","0.26"
"S62736RGYR-G2K","1460","15112","58485.72","0.26"
"S62736RGYR-G2K","2100","35032","58485.72","0.6"
"S62736RGYR-G2K","3000","15101","58485.72","0.26"
"S62736RGYR-G2K","4410","291309","58485.72","4.98"
"S627440DSSR-LK","2150","17275","182800.88","0.09"
"S65175RSHR2-UN","4410","88061","27367.92","3.22"
"S65177RHAR1-G2","2100","5107","51123.45","0.1"
"S65177RHAR1-G2","4410","254200","51123.45","4.97"
"S65262RHBR3-G2","1400","15829","64133.05","0.25"
"S65262RHBR3-G2","1420","7918","64133.05","0.12"
"S65262RHBR3-G2","1450","19998","64133.05","0.31"
"S65262RHBR3-G2","1460","12110","64133.05","0.19"
"S65262RHBR3-G2","4410","121905","64133.05","1.9"
"S65283RGER-G2Y","1410","79850","51201.75","1.56"
"S65283RGER-G2Y","1420","7818","51201.75","0.15"
"S65283RGER-G2Y","1430","10011","51201.75","0.2"
"S65283RGER-G2Y","1450","30085","51201.75","0.59"
"S65283RGER-G2Y","2100","9966","51201.75","0.19"
"S65283RGER-G2Y","4410","46824","51201.75","0.91"
"S7A8101DRBR-G2","4410","15101","30575.96","0.49"
"SD59924Q4M-LNE","1400","7910","0","0"
"SD59924Q4M-LNE","1410","21161","0","0"
"SD59924Q4M-LNE","1450","7910","0","0"
"SD59924Q4M-LNE","1460","7812","0","0"
"SD59924Q4M-LNE","4410","7724","0","0"
"SD87381P6-UNR&","4410","26850","188033.72","0.14"
"SN2850RUYR-G2K","695","6037","47903.76","0.13"
"SN2867RUYR-G2K","1400","10004","47903.76","0.21"
"SN2867RUYR-G2K","1410","5017","47903.76","0.1"
"SN2867RUYR-G2K","1430","20135","47903.76","0.42"
"SN2867RUYR-G2K","1450","27945","47903.76","0.58"
"SN2867RUYR-G2K","1460","10076","47903.76","0.21"
"SN2867RUYR-G2K","2100","10051","47903.76","0.21"
"SN2867RUYR-G2K","4410","134005","47903.76","2.8"
"TLV62084DSGR-R","4410","245798","411588.35","0.6"
"TPS2231RGPR-B ","1450","6645","137132.55","0.05"
"TPS2231RGPR-B ","2100","9998","137132.55","0.07"
"TPS2388RTQR-C ","4410","14660","2726.33","5.38"
"TPS2420RSAR-G2","1410","8165","43776","0.19"
"TPS2420RSAR-G2","1430","10072","43776","0.23"
"TPS2420RSAR-G2","4410","21366","43776","0.49"
"TPS2500DRCR-G2","4410","60061","109155.74","0.55"
"TPS2500DRCT-G2","4410","6872","109155.74","0.06"
"TPS2553DRVR-L ","695","24840","756144.19","0.03"
"TPS2553DRVR-L ","1410","24832","756144.19","0.03"
"TPS2553DRVR-L ","1420","69466","756144.19","0.09"
"TPS2553DRVR-L ","1430","74468","756144.19","0.1"
"TPS2553DRVR-L ","2150","42767","756144.19","0.06"
"TPS2553DRVR-L ","4410","301709","756144.19","0.4"
"TPS2555DRCR-C ","695","27513","88046.09","0.31"
"TPS2555DRCR-C ","1430","6911","88046.09","0.08"
"TPS2555DRCR-C ","4410","82644","88046.09","0.94"
"TPS2556DRBR-L ","1410","13699","137222.44","0.1"
"TPS2556DRBR-L ","1450","13715","137222.44","0.1"
"TPS2556DRBR2-R","695","13824","137222.44","0.1"
"TPS2556DRBR2-R","3000","13695","137222.44","0.1"
"TPS2556DRBR2-R","4410","41897","137222.44","0.31"
"TPS2559DRCR-G2","3020","20344","103652.17","0.2"
"TPS2559DRCR-G2","4410","12543","103652.17","0.12"
"TPS2590RSAR-G2","1410","7647","48764.81","0.16"
"TPS2590RSAR-G2","1430","10053","48764.81","0.21"
"TPS2590RSAR-G2","4410","92464","48764.81","1.9"
"TPS2590RSAT-G2","4410","13172","48764.81","0.27"
"TPS40193DRCR-B","1410","16907","92409.87","0.18"
"TPS40193DRCR-B","2100","10432","92409.87","0.11"
"TPS40193DRCR-B","4410","110085","92409.87","1.19"
"TPS40222DRPR-B","3000","10112","115568.64","0.09"
"TPS40222DRPR-B","4410","41267","115568.64","0.36"
"TPS43060RTER-C","1450","10382","50890.77","0.2"
"TPS43060RTER-C","4410","13754","50890.77","0.27"
"TPS53311RGTR-L","695","13824","94171.79","0.15"
"TPS53311RGTR-L","1420","13808","94171.79","0.15"
"TPS53311RGTR-L","2100","27512","94171.79","0.29"
"TPS53311RGTR-L","3000","25973","94171.79","0.28"
"TPS53311RGTR-L","4410","227072","94171.79","2.41"
"TPS54061DRBR-C","4410","136381","70820.21","1.93"
"TPS54061DRBT-C","4410","7206","70820.21","0.1"
"TPS54341DPRR-C","4410","36591","68397.58","0.53"
"TPS54519RTER-R","1450","6825","55027.28","0.12"
"TPS54519RTER-R","4410","61795","55027.28","1.12"
"TPS54541DPRR-C","4410","10256","67699.64","0.15"
"TPS54622RHLR-L","695","15117","55732.88","0.27"
"TPS54622RHLR-L","1400","11677","55732.88","0.21"
"TPS54622RHLR-L","1410","15105","55732.88","0.27"
"TPS54622RHLR-L","1420","15103","55732.88","0.27"
"TPS54622RHLR-L","1430","23999","55732.88","0.43"
"TPS54622RHLR-L","2100","7555","55732.88","0.14"
"TPS54622RHLR-L","4410","173011","55732.88","3.1"
"TPS54622RHLT-L","4410","26782","55732.88","0.48"
"TPS61183RTJR-R","4410","16607","66753.62","0.25"
"TPS65178RSLR-R","4410","3046","53109.26","0.06"
"TPS65192RHDR-G","1430","3943","63871.68","0.06"
"TPS65192RHDR-G","1450","13710","63871.68","0.21"
"TPS65192RHDR-G","4410","33386","63871.68","0.52"
"TPS65197RUYR-G","1400","10072","63243.95","0.16"
"TPS65197RUYR-G","1410","20151","63243.95","0.32"
"TPS65197RUYR-G","1420","8788","63243.95","0.14"
"TPS65197RUYR-G","1450","30216","63243.95","0.48"
"TPS65197RUYR-G","2100","10077","63243.95","0.16"
"TPS65197RUYR-G","4410","159917","63243.95","2.53"
"TPS65198RUYR-G","4410","98805","51618.22","1.91"
"TPS73701DRBR-B","1410","27622","68579.81","0.4"
"TPS73701DRBR-B","1420","20731","68579.81","0.3"
"TPS73701DRBR-B","1430","27617","68579.81","0.4"
"TPS73701DRBR-B","2100","49910","68579.81","0.73"
"TPS73701DRBR-B","4410","428885","68579.81","6.25"
"TPS74701DRCR-B","1430","7010","202025.62","0.03"
"V2603V1RUNR-G2","695","24836","197858.21","0.13"
"V2603V1RUNR-G2","1450","24771","197858.21","0.13"
"V62150ARGTR-LY","695","8470","102084.92","0.08"
"V62150ARGTR-LY","1410","49756","102084.92","0.49"
"V62150ARGTR-LY","1460","9238","102084.92","0.09"
"V62150ARGTR-LY","2100","16912","102084.92","0.17"
"V62150ARGTR-LY","3000","25325","102084.92","0.25"
"V62150ARGTR-LY","4410","291360","102084.92","2.85"
