"pkgtype","tester_req","EDGE_LB","pkg_size","Device_Name","Package","expected_output_2_days","expected_avg_output_per_day","cap_per_day","wip_post_WB","wip_ft1","wip_ft2","POST_WB_QUEUE","TEST_QUEUE_FT1","TEST_QUEUE_FT2","Total_queue_1_tester"
"STD  ","ETS-2-128","6571495A","4X4           ","BQ24777RUYR-G2","RUY300       ","80414","40207","50429.95","141263","118276","0","2.8","2.35","0","5.146525031256228"
"STD  ","ETS-2-128","6571495A","4X4           ","SN2867RUYR-G2K","RUY300       ","20023","10011.5","47903.76","5014","20023","0","0.1","0.42","0","0.5226520840952776"
"STD  ","ETS-2-64","6571495A","4X4           ","24780SRUYR-G2K","RUY300       ","106699","53349.5","61544.65","153026","106699","0","2.49","1.73","0","4.220106865503338"
"STD  ","ETS-2-64","6571495A","4X4           ","BQ24770RUYR-G2","RUY300       ","35803","17901.5","61763.96","25155","55924","0","0.41","0.91","0","1.3127234717463065"
"STD  ","ETS-2-64","6571495A","4X4           ","BQ24777RUYR-G2","RUY300       ","47942","23971","50429.95","141263","118276","0","2.8","2.35","0","5.146525031256228"
"STD  ","ETS-2-64","6571495A","4X4           ","Q24780RUYR-G2K","RUY300       ","24930","12465","64256.32","52628","19904","0","0.82","0.31","0","1.1287916892844159"
"STD  ","ETS-2-64","6571495A","4X4           ","SN2867RUYR-G2K","RUY300       ","5014","2507","47903.76","5014","20023","0","0.1","0.42","0","0.5226520840952776"
"STD  ","ETS-2-64","6578526A","4X4           ","635KRSNR1-KDG2","RSN300VTT    ","19062","9531","74351.85","24276","19062","0","0.33","0.26","0","0.5828772249782621"
"STD  ","ETM-5-128","6579768C","4X4           ","BQ24298RTWR-G2","RTWST300     ","56881","28440.5","115807.42","0","56881","0","0","0.49","0","0.4911688732898117"
"STD  ","ETM-5-128","6579768C","4X4           ","BQ25890RTWR-G2","RTWST300     ","10076","5038","79794.23","831622","264521","0","10.42","3.32","0","13.737121092590279"
"STD  ","ETM-5-128","6579768C","4X4           ","BQ25892RTWR-G2","RTWST300     ","378387","189193.5","84207.59","247804","368309","0","2.94","4.37","0","7.316596995591491"
"STD  ","ETM-5-128","6579768C","4X4           ","Q25895MRTWR-G2","RTWST300     ","40342","20171","0","8631","90367","0","0","0","0","0"
"STD  ","ETM-5-128","6579768C","4X4           ","Q25895MRTWT-G2","RTWST300     ","8929","4464.5","0","0","8929","0","0","0","0","0"
"STD  ","ETS-2-64","6515577B","5.5X3.5       ","BQ24133RGYR-G2","RGY          ","6298","3149","49584.85","0","6298","0","0","0.13","0","0.1270146022424188"
"STD  ","ETS-2-64","6515577B","5.5X3.5       ","BQ24170RGYR-G2","RGY          ","41482","20741","48904.57","0","41482","0","0","0.85","0","0.8482233868941083"
"STD  ","ETS-2-64","6515577B","5.5X3.5       ","BQ24171RGYR-G2","RGY          ","25495","12747.5","49184.62","3239","22256","0","0.07","0.45","0","0.518353094930895"
"STD  ","ETS-0-64","6553821A","5.5X3.5       ","122QRHLRQ1-BS2","RHLMCM       ","3227","1613.5","0","27106","0","0","0","0","0","0"
"STRIP","ETS-0-64","6556617A","5X2.5         ","CSD87588N-NS2","MPAMCMST     ","3624","1812","186174.37","0","3624","0","0","0.02","0","0.019465622469945782"
"STD  ","ETS-2-64","6484527A","5X5           ","S650240RHBR1-R","RHB          ","7899","3949.5",NULL,"15792","7899","0","0","0","0","0"
"STD  ","ETS-2-64","6487839B","5X5           ","51980ARTVR-G2K","RTV          ","100161","50080.5","31636.13","0","100161","0","0","3.17","0","3.1660320020179458"
"STD  ","ETS-2-64","6487839B","5X5           ","PS51980RTVR-LK","RTV          ","19731","9865.5","32041.85","60366","59287","0","1.88","1.85","0","3.734272521717691"
"STD  ","ETS-2-64","6503050A","5X5           ","PS65148CRHBR-U","RHB          ","36955","18477.5","53887.55","0","36955","0","0","0.69","0","0.6857799250476223"
"STD  ","ETS-S-64","6518233A","5X5           ","PS65023RSBR1-R","RSB          ","40905","20452.5","51947.93","0","40905","0","0","0.79","0","0.7874230984757237"
"STD  ","ETS-S-64","6518677A","5X5           ","PS65168RSBR1-R","RSB          ","39015","19507.5","54869.27","15779","23236","0","0.29","0.42","0","0.7110537464777644"
"STD  ","ETS-S-64","6525600B","5X5           ","1108026RHDR1-R","RHD          ","42489","21244.5","51023.3","41014","33146","0","0.8","0.65","0","1.4534536182489175"
"STD  ","ETS-0-64","6528989B","5X5           ","PS7A4700RGWR-R","RGW          ","11748","5874","61750.96","11748","0","0","0.19","0","0","0.19024805444320217"
"STD  ","ETS-0-64","6528989B","5X5           ","PS7A4701RGWR-R","RGW          ","3719","1859.5","57012.16","0","3719","0","0","0.07","0","0.06523169793952728"
"STD  ","ETS-0-64","6528989B","5X5           ","PS7A4701RGWT-R","RGW          ","7678","3839","57012.16","0","7678","0","0","0.13","0","0.13467302414081486"
"STD  ","ETS-2-64","6568521A","5X5           ","PS65261RHBR-G2","RHB300       ","76026","38013","84486.72","20735","55291","0","0.25","0.65","0","0.8998573977070006"
"STD  ","ETS-2-64","6568521A","5X5           ","S652611RHBR-G2","RHB300       ","26675","13337.5","83753.65","27675","22749","0","0.33","0.27","0","0.6020513732834331"
"CLIP ","ETS-2-64","6522167C","6X5           ","PS53319DQPR-LN","DQPCLIP      ","8579","4289.5","59923.87","30838","6744","0","0.51","0.11","0","0.6271624312648699"
"CLIP ","ETS-2-64","6523177B","6X5           ","SD97370Q5M2-LN","DQPCLIP      ","2817","1408.5","52894.74","16742","0","0","0.32","0","0","0.31651540398913014"
"STD  ","ETS-0-64","6500265B","6X6           ","PS51621RHAR-BK","RHA          ","5118","2559","34291.2","0","5118","0","0","0.15","0","0.14925111982082867"
"STD  ","ETS-2-64","6518648B","6X6           ","S40422RHAR1-G2","RHA300       ","2580","1290","23509.33","22540","0","0","0.96","0","0","0.9587682847618371"
"STD  ","ETS-2-64","6542777B","6X6           ","PS40428RHAT-G2","RHA300       ","6262","3131","23958.49","2580","3682","0","0.11","0.15","0","0.26136872565842"
"STD  ","ETS-2M-64","6542777B","6X6           ","PS40428RHAR-G2","RHA300       ","48609","24304.5","23958.49","5174","53785","0","0.22","2.24","0","2.460881299280547"
"STD  ","ETS-2-64","6555466B","6X6           ","PS65154RSLR-G2","RSL300       ","2292","1146","34473.6","5174","2292","0","0.15","0.07","0","0.21657152139608282"
"STD  ","ETM-5-128","No_Tooling","6X6           ","202027LRSLR-G2","RSL300       ","2590","1295","88198.14","30981","10230","0","0.35","0.12","0","0.4672547516308167"
"STD  ","ETS-2-128","6496545A","7X5           ","51315RGFR-LS2Y","RGFMCM       ","52672","26336","43424.18","21253","31419","0","0.49","0.72","0","1.2129647583443142"
"STD  ","ETS-2-128","6496545A","7X5           ","51315RGFT-LS2Y","RGFMCM       ","4991","2495.5","43424.18","0","4991","0","0","0.11","0","0.11493596424849013"
"STD  ","ETS-2-64","6514558B","7X5           ","3314RGFR-G2S2Y","RGFMCM300    ","96767","48383.5","64040.97","28650","71802","0","0.45","1.12","0","1.5685583775511207"
"CLIP ","ETS-2-64","6522503A","7X5           ","CD74120RVFR-LN","RVFCLIP      ","19149","9574.5","72262.43","30361","17098","0","0.42","0.24","0","0.6567589825030795"
"CLIP ","ETS-2M-64","6528917C","7X5           ","4C24RVFT-OLQN#","RVFCLIP      ","1437","718.5","20621.08","1437","0","0","0.07","0","0","0.06968597183076734"
"STD  ","ETS-1-64","6519267C","7X7           ","AFE031AIRGZR-C","RGZ          ","7015","3507.5","51826.08","2558","4457","0","0.05","0.09","0","0.13535656179282707"
"STD  ","ETS-2-64","6545193C","7X7           ","AFE032IRGZT-C","RGZVTT       ","2404","1202","35270.19","20260","0","0","0.57","0","0","0.5744227632456756"
"STD  ","ETS-2-64","6570729C","8X8           ","TPS2388RTQR-C","RTQVTT       ","32289","16144.5","2726.33","41510","36690","0","15.23","13.46","0","28.683248176119545"
"STD  ","ETS-2M-64","6570729C","8X8           ","TPS2388RTQR-C","RTQVTT       ","6702","3351","2726.33","41510","36690","0","15.23","13.46","0","28.683248176119545"
