"pkgtype","tester_req","EDGE_LB","pkg_size","Device_Name","Package","expected_output_2_days","expected_avg_output_per_day","cap_per_day","wip_post_WB","wip_ft1","wip_ft2","POST_WB_QUEUE","TEST_QUEUE_FT1","TEST_QUEUE_FT2","Total_queue_1_tester"
"STD","ETS-S-64","6484527A","5X5","S650240RHBR1-R","RHB","27536","13768",NULL,"27536","0","0","0","0","0","0"
"STD","ETS-2-64","6487839B","5X5","51980ARTVR-G2K","RTV","168750","84375","31636.13","159482","164795","0","5.04","5.21","0","10.250210755866789"
"STD","ETS-2-64","6487839B","5X5","S51220ARTVR-LK","RTV","14428","7214","31647.9","0","14428","0","0","0.46","0","0.45589122816995753"
"STD","ETS-2-64","6503050A","5X5","PS65148CRHBR-U","RHB","95285","47642.5","53887.55","0","95285","0","0","1.77","0","1.7682191897757458"
"STD","ETS-S-64","6516809C","5X5","THS6226IRHBR-B","RHB","16422","8211","71232.89","11842","12485","0","0.17","0.18","0","0.3415135901407341"
"STD","ETS-S-64","6518233A","5X5","PS65023RSBR1-R","RSB","41982","20991","51947.93","7230","34752","0","0.14","0.67","0","0.8081553971447948"
"STD","ETS-0-64","6518677A","5X5","PS65168RSBR1-R","RSB","12248","6124","54869.27","4544","7704","0","0.08","0.14","0","0.22322148627091268"
"STD","ETS-0-64","6528989B","5X5","PS7A4701RGWR-R","RGW","3719","1859.5","57012.16","0","3719","0","0","0.07","0","0.06523169793952728"
"STD","ETS-0-64","6528989B","5X5","PS7A4701RGWT-R","RGW","7678","3839","57012.16","0","7678","0","0","0.13","0","0.13467302414081486"
"STD","ETS-2-64","6568520B","5X5","1501005RHBR-G2","RHB300","30151","15075.5","61890.83","0","30151","0","0","0.49","0","0.4871642535735908"
"STD","ETS-2-64","6568521A","5X5","PS65261RHBR-G2","RHB300","7903","3951.5","84486.72","31599","7903","0","0.37","0.09","0","0.4675527704235648"
"STD","ETS-2-64","6572424A","5X5","PS65263RHBT-G2","RHB300","14016","7008","0","0","14016","0","0","0","0","0"
"CLIP","ETS-2-64","6522167C","6X5","PS53319DQPR-LN","DQPCLIP","18175","9087.5","59923.87","137595","13648","0","2.3","0.23","0","2.523919099350559"
"CLIP","ETS-2-64","6523177B","6X5","SD97370Q5M2-LN","DQPCLIP","55612","27806","52894.74","96892","40754","0","1.83","0.77","0","2.6022625312082073"
"STD","ETS-4M-128","6526570D","6X6","AC7760IRHAR-CK","RHA","4454","2227","30863.65","0","4454","0","0","0.14","0","0.14431216009772013"
"STD","ETS-2-64","6542777B","6X6","1311031RHAR-G2","RHA300","2568","1284","26283.66","17688","0","0","0.67","0","0","0.6729656372057773"
"STD","ETS-2-64","6542777B","6X6","PS40428RHAR-G2","RHA300","2591","1295.5","23958.49","22834","0","0","0.95","0","0","0.9530650721310066"
"STD","ETS-2-64","6555466B","6X6","PS65154RSLR-G2","RSL300","2292","1146","34473.6","0","2292","0","0","0.07","0","0.06648565859092175"
"STD","ETM-5-128","No_Tooling","6X6","202027ARSLR-G2","RSL300","9500","4750","93968.85","23346","4538","0","0.25","0.05","0","0.2967366313411306"
"STD","ETM-5-128","No_Tooling","6X6","202027CRSLR-G2","RSL300","29623","14811.5","90582.23","25886","24444","0","0.29","0.27","0","0.5556277428806953"
"STD","ETM-5-128","No_Tooling","6X6","202027LRSLR-G2","RSL300","10604","5302","88198.14","18421","5160","0","0.21","0.06","0","0.26736391493063233"
"STD","ETS-2-64","6496545A","7X5","51315RGFR-LS2Y","RGFMCM","20471","10235.5","43424.18","10871","9600","0","0.25","0.22","0","0.47141937970964565"
"STD","ETS-2-64","6496545A","7X5","51315RGFT-LS2Y","RGFMCM","5077","2538.5","43424.18","1541","3536","0","0.04","0.08","0","0.11691642766771877"
"STD","ETS-2-64","6514558B","7X5","3314RGFR-G2S2Y","RGFMCM300","7331","3665.5","64040.97","7331","0","0","0.11","0","0","0.1144735940133324"
"CLIP","ETS-2-64","6528917B","7X5","44C20RVFT1-LN#","RVFCLIP","7154","3577","16624.76","7154","0","0","0.43","0","0","0.430322001640926"
"CLIP","ETS-2M-64","6528917C","7X5","4C24RVFT-OLQN#","RVFCLIP","1459","729.5","20621.08","1459","0","0","0.07","0","0","0.0707528412672857"
"STD","ETS-0-64","6519267C","7X7","AFE031AIRGZR-C","RGZ","2239","1119.5","51826.08","10222","0","0","0.2","0","0","0.19723660365591994"
"STD","ETS-0-64","6519267C","7X7","FE030AIRGZR-CK","RGZ","2218","1109","49825.88","5151","0","0","0.1","0","0","0.10338001054873491"
"STD","ETS-S-64","6519267C","7X7","AFE031AIRGZR-C","RGZ","2172","1086","51826.08","10222","0","0","0.2","0","0","0.19723660365591994"
"STD","ETS-2-64","6545193C","7X7","AFE032IRGZR-C","RGZVTT","5359","2679.5","35270.19","0","5359","0","0","0.15","0","0.15194134196611925"
"STD","ETS-2-64","6545193C","7X7","AFE032IRGZT-C","RGZVTT","20260","10130","35270.19","20260","0","0","0.57","0","0","0.5744227632456756"
"STD","ETS-2-64","6570774A","7X7","S65175RSHR2-UN","RSH","3537","1768.5","27367.92","0","88983","0","0","3.25","0","3.2513614480018944"
"STD","ETS-2-64","6570729C","8X8","TPS2388RTQR-C","RTQVTT","16620","8310","2726.33","24569","80802","0","9.01","29.64","0","38.64939314022881"
"STD","ETS-2-64","6570729C","8X8","TPS2388RTQT-C","RTQVTT","1842","921","0","1842","0","0","0","0","0","0"
"STD","ETS-2M-64","6570729C","8X8","TPS2388RTQR-C","RTQVTT","3354","1677","2726.33","24569","80802","0","9.01","29.64","0","38.64939314022881"
"STD","ETM-2-64","No_Tooling","8X8","50842A0RSKR-G2","RSK300","2969","1484.5","0","0","2969","0","0","0","0","0"
