LOT,DEVICE,PACKAGE,PIN,CUR_QTY,WEIGHT,LOT_NAME,LPT,OPN,TOTAL_PLAN_CT,CUM_PLAN_CT,LOT_AGE,START_TIME,SNAPSHOOT_TIME,MACHINE_INSTANCE,PKG_size,FLOW
5832741,PS53513RVER-LN,RVECLIP      ,28,7870,1193.00,5832741,4410,1,16.54,15.21,11.15,                   ,9/16/2015 10:06,,4.5X3.5,CLIP
5832732,PS53513RVER-LN,RVECLIP      ,28,7589,1193.00,5832732,4410,1,16.54,15.21,11.15,                   ,9/16/2015 10:06,,4.5X3.5,CLIP
5838625,S51367RVER-LNY,RVECLIP      ,28,7634,1001.00,5838625,4410,1,16.63,15.21,9.14,                   ,9/16/2015 10:06,,4.5X3.5,CLIP
5838626,S51367RVER-LNY,RVECLIP      ,28,7627,1001.00,5838626,4410,1,16.63,15.21,9.14,                   ,9/16/2015 10:06,,4.5X3.5,CLIP
5838911,PS53513RVER-LN,RVECLIP      ,28,7875,996.00,5838911,4410,1,16.63,15.21,9.09,                   ,9/16/2015 10:06,,4.5X3.5,CLIP
5838917,PS53513RVER-LN,RVECLIP      ,28,7831,996.00,5838917,4410,1,16.63,15.21,9.09,                   ,9/16/2015 10:06,,4.5X3.5,CLIP
5838907,PS53513RVER-LN,RVECLIP      ,28,7818,996.00,5838907,4410,1,16.63,15.21,9.09,                   ,9/16/2015 10:06,,4.5X3.5,CLIP
5838914,PS53513RVER-LN,RVECLIP      ,28,7751,996.00,5838914,4410,1,16.63,15.21,9.09,                   ,9/16/2015 10:06,,4.5X3.5,CLIP
5838908,PS53513RVER-LN,RVECLIP      ,28,7863,996.00,5838908,4410,1,16.63,15.21,9.09,                   ,9/16/2015 10:06,,4.5X3.5,CLIP
5821059,PS61093DSKR-CK,DSKST        ,10,5014,1648.00,5821059,4410,1,14.97,12.67,14.72,                   ,9/16/2015 10:06,,2.5X2.5,STRIP
5821055,PS61093DSKR-CK,DSKST        ,10,10009,1648.00,5821055,4410,1,14.97,12.67,14.72,9/16/2015 6:26,9/16/2015 10:06,CLFTEA79,2.5X2.5,STRIP
5852267,S65175RSHR2-UN,RSH          ,56,5192,633.00,5852267,4410,1,5.82,4.1,5.15,                   ,9/16/2015 10:06,,7X7,STD
5852261,S65175RSHR2-UN,RSH          ,56,5209,633.00,5852261,4410,1,5.82,4.1,5.15,                   ,9/16/2015 10:06,,7X7,STD
5852264,S65175RSHR2-UN,RSH          ,56,5195,633.00,5852264,4410,1,5.82,4.1,5.15,9/16/2015 8:30,9/16/2015 10:06,CLFTEA69,7X7,STD
5852266,S65175RSHR2-UN,RSH          ,56,5206,633.00,5852266,4410,1,5.82,4.1,5.15,                   ,9/16/2015 10:06,,7X7,STD
5852262,S65175RSHR2-UN,RSH          ,56,5201,633.00,5852262,4410,1,5.82,4.1,5.15,                   ,9/16/2015 10:06,,7X7,STD
5852263,S65175RSHR2-UN,RSH          ,56,5225,633.00,5852263,4410,1,5.82,4.1,5.15,9/16/2015 4:52,9/16/2015 10:06,CLFTEA44,7X7,STD
5855662,S65175RSHR2-UN,RSH          ,56,3539,513.00,5855662,4410,1,5.82,4.1,3.96,                   ,9/16/2015 10:06,,7X7,STD
5855661,S65175RSHR2-UN,RSH          ,56,3537,513.00,5855661,4410,1,5.82,4.1,3.96,                   ,9/16/2015 10:06,,7X7,STD
5855659,S65175RSHR2-UN,RSH          ,56,2749,513.00,5855659,4410,1,5.82,4.1,3.96,                   ,9/16/2015 10:06,,7X7,STD
5855868,S65175RSHR2-UN,RSH          ,56,5198,504.00,5855868,4410,1,5.82,4.1,3.87,                   ,9/16/2015 10:06,,7X7,STD
5855864,S65175RSHR2-UN,RSH          ,56,5191,504.00,5855864,4410,1,5.82,4.1,3.87,                   ,9/16/2015 10:06,,7X7,STD
5859474,S65175RSHR2-UN,RSH          ,56,7282,390.00,5859474,4410,1,5.82,4.1,2.73,                   ,9/16/2015 10:06,,7X7,STD
5859473,S65175RSHR2-UN,RSH          ,56,5115,390.00,5859473,4410,1,5.82,4.1,2.73,                   ,9/16/2015 10:06,,7X7,STD
5859472,S65175RSHR2-UN,RSH          ,56,5115,390.00,5859472,4410,1,5.82,4.1,2.73,                   ,9/16/2015 10:06,,7X7,STD
5859471,S65175RSHR2-UN,RSH          ,56,1443,390.00,5859471,4410,1,5.82,4.1,2.73,                   ,9/16/2015 10:06,,7X7,STD
5866139,S65175RSHR2-UN,RSH          ,56,5215,196.00,5866139,4410,1,5.85,4.1,0.75,                   ,9/16/2015 10:06,,7X7,STD
5866138,S65175RSHR2-UN,RSH          ,56,5231,196.00,5866138,4410,1,5.85,4.1,0.75,                   ,9/16/2015 10:06,,7X7,STD
5866135,S65175RSHR2-UN,RSH          ,56,7234,196.00,5866135,4410,1,5.85,4.1,0.75,                   ,9/16/2015 10:06,,7X7,STD
5866136,S65175RSHR2-UN,RSH          ,56,5205,196.00,5866136,4410,1,5.85,4.1,0.75,                   ,9/16/2015 10:06,,7X7,STD
5866137,S65175RSHR2-UN,RSH          ,56,5214,196.00,5866137,4410,1,5.85,4.1,0.75,                   ,9/16/2015 10:06,,7X7,STD
5866134,S65175RSHR2-UN,RSH          ,56,5213,196.00,5866134,4410,1,5.85,4.1,0.75,                   ,9/16/2015 10:06,,7X7,STD
5760782,BQ29700DSER-G2,DSEST300     ,6,20748,3582.00,5760782,4410,1,16.15,13.2,33.41,                   ,9/16/2015 10:06,,1.5X1.5,STD
5664924,BQ24298RTWR-G2,RTWST300     ,24,4988,6590.00,5664924,4410,1,14.96,12.67,64.15,                   ,9/16/2015 10:06,,4X4,STD
5664920,BQ24298RTWR-G2,RTWST300     ,24,8395,6590.00,5664920,4410,1,14.96,12.67,64.15,                   ,9/16/2015 10:06,,4X4,STD
5770469,BQ25890RTWR-G2,RTWST300     ,24,10062,3278.00,5770469,4410,1,15.66,12.67,30.33,                   ,9/16/2015 10:06,,4X4,STD
5778164,BQ24298RTWR-G2,RTWST300     ,24,10045,3069.00,5778164,4410,1,15.78,12.67,28.13,                   ,9/16/2015 10:06,,4X4,STD
5778165,BQ24298RTWR-G2,RTWST300     ,24,8307,3069.00,5778165,4410,1,15.78,12.67,28.13,                   ,9/16/2015 10:06,,4X4,STD
5778162,BQ24298RTWR-G2,RTWST300     ,24,10060,3069.00,5778162,4410,1,15.78,12.67,28.13,                   ,9/16/2015 10:06,,4X4,STD
5778166,BQ24298RTWR-G2,RTWST300     ,24,5021,3069.00,5778166,4410,1,15.78,12.67,28.13,                   ,9/16/2015 10:06,,4X4,STD
5778163,BQ24298RTWR-G2,RTWST300     ,24,10065,3069.00,5778163,4410,1,15.78,12.67,28.13,                   ,9/16/2015 10:06,,4X4,STD
5788014,Q25895MRTWR-G2,RTWST300     ,24,9356,2737.00,5788014,4410,1,15.78,12.67,24.81,                   ,9/16/2015 10:06,,4X4,STD
5789264,BQ25892RTWR-G2,RTWST300     ,24,10069,2695.00,5789264,4410,1,15.78,12.67,24.39,                   ,9/16/2015 10:06,,4X4,STD
5791005,Q25895MRTWT-G2,RTWST300     ,24,8929,2636.00,5791005,4410,1,15.78,12.67,23.8,                   ,9/16/2015 10:06,,4X4,STD
5792128,Q25895MRTWR-G2,RTWST300     ,24,9748,2603.00,5792128,4410,1,15.78,12.67,23.46,                   ,9/16/2015 10:06,,4X4,STD
5792126,Q25895MRTWR-G2,RTWST300     ,24,8416,2603.00,5792126,4410,1,15.78,12.67,23.46,                   ,9/16/2015 10:06,,4X4,STD
5796231,Q25895MRTWR-G2,RTWST300     ,24,10071,2378.00,5796231,4410,1,14.7,12.67,22.29,                   ,9/16/2015 10:06,,4X4,STD
5796232,Q25895MRTWR-G2,RTWST300     ,24,10071,2378.00,5796232,4410,1,14.7,12.67,22.29,                   ,9/16/2015 10:06,,4X4,STD
5796242,Q25895MRTWR-G2,RTWST300     ,24,5037,2378.00,5796242,4410,1,14.7,12.67,22.29,                   ,9/16/2015 10:06,,4X4,STD
5796234,Q25895MRTWR-G2,RTWST300     ,24,8787,2378.00,5796234,4410,1,14.7,12.67,22.29,                   ,9/16/2015 10:06,,4X4,STD
5796229,Q25895MRTWR-G2,RTWST300     ,24,10071,2378.00,5796229,4410,1,14.7,12.67,22.29,                   ,9/16/2015 10:06,,4X4,STD
5812844,BQ25892RTWR-G2,RTWST300     ,24,10075,1893.00,5812844,4410,1,14.7,12.67,17.45,                   ,9/16/2015 10:06,,4X4,STD
5812845,BQ25892RTWR-G2,RTWST300     ,24,8546,1893.00,5812845,4410,1,14.7,12.67,17.45,                   ,9/16/2015 10:06,,4X4,STD
5812843,BQ25892RTWR-G2,RTWST300     ,24,10045,1893.00,5812843,4410,1,14.7,12.67,17.45,9/16/2015 7:38,9/16/2015 10:06,CLFTEA92,4X4,STD
5813482,BQ25892RTWR-G2,RTWST300     ,24,6654,1862.00,5813482,4410,1,14.7,12.67,17.14,                   ,9/16/2015 10:06,,4X4,STD
5813481,BQ25892RTWR-G2,RTWST300     ,24,10072,1862.00,5813481,4410,1,14.7,12.67,17.14,                   ,9/16/2015 10:06,,4X4,STD
5813465,BQ25892RTWR-G2,RTWST300     ,24,10075,1862.00,5813465,4410,1,14.7,12.67,17.14,                   ,9/16/2015 10:06,,4X4,STD
5813479,BQ25892RTWR-G2,RTWST300     ,24,10076,1862.00,5813479,4410,1,14.7,12.67,17.14,                   ,9/16/2015 10:06,,4X4,STD
5813469,BQ25892RTWR-G2,RTWST300     ,24,10021,1862.00,5813469,4410,1,14.7,12.67,17.14,                   ,9/16/2015 10:06,,4X4,STD
5813475,BQ25892RTWR-G2,RTWST300     ,24,6817,1862.00,5813475,4410,1,14.7,12.67,17.14,                   ,9/16/2015 10:06,,4X4,STD
5813473,BQ25892RTWR-G2,RTWST300     ,24,10078,1862.00,5813473,4410,1,14.7,12.67,17.14,                   ,9/16/2015 10:06,,4X4,STD
5813474,BQ25892RTWR-G2,RTWST300     ,24,10076,1862.00,5813474,4410,1,14.7,12.67,17.14,                   ,9/16/2015 10:06,,4X4,STD
5813466,BQ25892RTWR-G2,RTWST300     ,24,10075,1862.00,5813466,4410,1,14.7,12.67,17.14,                   ,9/16/2015 10:06,,4X4,STD
5813470,BQ25892RTWR-G2,RTWST300     ,24,10078,1862.00,5813470,4410,1,14.7,12.67,17.14,                   ,9/16/2015 10:06,,4X4,STD
5813480,BQ25892RTWR-G2,RTWST300     ,24,10060,1862.00,5813480,4410,1,14.7,12.67,17.14,                   ,9/16/2015 10:06,,4X4,STD
5813471,BQ25892RTWR-G2,RTWST300     ,24,10078,1862.00,5813471,4410,1,14.7,12.67,17.14,                   ,9/16/2015 10:06,,4X4,STD
5813468,BQ25892RTWR-G2,RTWST300     ,24,10076,1862.00,5813468,4410,1,14.7,12.67,17.14,                   ,9/16/2015 10:06,,4X4,STD
5813478,BQ25892RTWR-G2,RTWST300     ,24,10064,1862.00,5813478,4410,1,14.7,12.67,17.14,                   ,9/16/2015 10:06,,4X4,STD
5813467,BQ25892RTWR-G2,RTWST300     ,24,10058,1862.00,5813467,4410,1,14.7,12.67,17.14,                   ,9/16/2015 10:06,,4X4,STD
5813472,BQ25892RTWR-G2,RTWST300     ,24,10076,1862.00,5813472,4410,1,14.7,12.67,17.14,                   ,9/16/2015 10:06,,4X4,STD
5813477,BQ25892RTWR-G2,RTWST300     ,24,10064,1862.00,5813477,4410,1,14.7,12.67,17.14,                   ,9/16/2015 10:06,,4X4,STD
5816287,BQ25892RTWR-G2,RTWST300     ,24,9990,1791.00,5816287,4410,1,14.97,12.67,16.16,                   ,9/16/2015 10:06,,4X4,STD
5816281,BQ25892RTWR-G2,RTWST300     ,24,10076,1791.00,5816281,4410,1,14.97,12.67,16.16,                   ,9/16/2015 10:06,,4X4,STD
5816288,BQ25892RTWR-G2,RTWST300     ,24,10063,1791.00,5816288,4410,1,14.97,12.67,16.16,                   ,9/16/2015 10:06,,4X4,STD
5816290,BQ25892RTWR-G2,RTWST300     ,24,8675,1791.00,5816290,4410,1,14.97,12.67,16.16,                   ,9/16/2015 10:06,,4X4,STD
5816289,BQ25892RTWR-G2,RTWST300     ,24,10076,1791.00,5816289,4410,1,14.97,12.67,16.16,                   ,9/16/2015 10:06,,4X4,STD
5816280,BQ25892RTWR-G2,RTWST300     ,24,10077,1791.00,5816280,4410,1,14.97,12.67,16.16,                   ,9/16/2015 10:06,,4X4,STD
5816286,BQ25892RTWR-G2,RTWST300     ,24,10074,1791.00,5816286,4410,1,14.97,12.67,16.16,                   ,9/16/2015 10:06,,4X4,STD
5816282,BQ25892RTWR-G2,RTWST300     ,24,10073,1791.00,5816282,4410,1,14.97,12.67,16.16,                   ,9/16/2015 10:06,,4X4,STD
5816283,BQ25892RTWR-G2,RTWST300     ,24,10075,1791.00,5816283,4410,1,14.97,12.67,16.16,                   ,9/16/2015 10:06,,4X4,STD
5815422,BQ25892RTWR-G2,RTWST300     ,24,5878,1789.00,5815422,4410,1,14.7,12.67,16.41,                   ,9/16/2015 10:06,,4X4,STD
5815415,BQ25892RTWR-G2,RTWST300     ,24,10077,1789.00,5815415,4410,1,14.7,12.67,16.41,                   ,9/16/2015 10:06,,4X4,STD
5815416,BQ25892RTWR-G2,RTWST300     ,24,10003,1789.00,5815416,4410,1,14.7,12.67,16.41,                   ,9/16/2015 10:06,,4X4,STD
5815417,BQ25892RTWR-G2,RTWST300     ,24,8577,1789.00,5815417,4410,1,14.7,12.67,16.41,                   ,9/16/2015 10:06,,4X4,STD
5815414,BQ25892RTWR-G2,RTWST300     ,24,10075,1789.00,5815414,4410,1,14.7,12.67,16.41,                   ,9/16/2015 10:06,,4X4,STD
5815412,BQ25892RTWR-G2,RTWST300     ,24,10065,1789.00,5815412,4410,1,14.7,12.67,16.41,                   ,9/16/2015 10:06,,4X4,STD
5815420,BQ25892RTWR-G2,RTWST300     ,24,10075,1789.00,5815420,4410,1,14.7,12.67,16.41,                   ,9/16/2015 10:06,,4X4,STD
5815419,BQ25892RTWR-G2,RTWST300     ,24,10072,1789.00,5815419,4410,1,14.7,12.67,16.41,                   ,9/16/2015 10:06,,4X4,STD
5817435,BQ25892RTWR-G2,RTWST300     ,24,10076,1754.00,5817435,4410,1,14.97,12.67,15.78,                   ,9/16/2015 10:06,,4X4,STD
5817436,BQ25892RTWR-G2,RTWST300     ,24,6873,1754.00,5817436,4410,1,14.97,12.67,15.78,                   ,9/16/2015 10:06,,4X4,STD
5817428,BQ25892RTWR-G2,RTWST300     ,24,8724,1754.00,5817428,4410,1,14.97,12.67,15.78,                   ,9/16/2015 10:06,,4X4,STD
5817430,BQ25892RTWR-G2,RTWST300     ,24,10073,1754.00,5817430,4410,1,14.97,12.67,15.78,                   ,9/16/2015 10:06,,4X4,STD
5817429,BQ25892RTWR-G2,RTWST300     ,24,10068,1754.00,5817429,4410,1,14.97,12.67,15.78,                   ,9/16/2015 10:06,,4X4,STD
5817433,BQ25892RTWR-G2,RTWST300     ,24,10075,1754.00,5817433,4410,1,14.97,12.67,15.78,                   ,9/16/2015 10:06,,4X4,STD
5817427,BQ25892RTWR-G2,RTWST300     ,24,10071,1754.00,5817427,4410,1,14.97,12.67,15.78,                   ,9/16/2015 10:06,,4X4,STD
5818215,BQ25892RTWR-G2,RTWST300     ,24,10044,1724.00,5818215,4410,1,14.97,12.67,15.49,                   ,9/16/2015 10:06,,4X4,STD
5818223,BQ25892RTWR-G2,RTWST300     ,24,5038,1724.00,5818223,4410,1,14.97,12.67,15.48,                   ,9/16/2015 10:06,,4X4,STD
5818217,BQ25890RTWR-G2,RTWST300     ,24,9864,1724.00,5818217,4410,1,14.97,12.67,15.49,                   ,9/16/2015 10:06,,4X4,STD
5818219,BQ25892RTWR-G2,RTWST300     ,24,10072,1724.00,5818219,4410,1,14.97,12.67,15.48,                   ,9/16/2015 10:06,,4X4,STD
5818214,BQ25892RTWR-G2,RTWST300     ,24,10063,1724.00,5818214,4410,1,14.97,12.67,15.49,                   ,9/16/2015 10:06,,4X4,STD
5818220,BQ25892RTWR-G2,RTWST300     ,24,10074,1724.00,5818220,4410,1,14.97,12.67,15.48,                   ,9/16/2015 10:06,,4X4,STD
5818216,BQ25892RTWR-G2,RTWST300     ,24,10043,1724.00,5818216,4410,1,14.97,12.67,15.49,                   ,9/16/2015 10:06,,4X4,STD
5819980,BQ25892RTWR-G2,RTWST300     ,24,10076,1682.00,5819980,4410,1,14.97,12.67,15.06,                   ,9/16/2015 10:06,,4X4,STD
5819984,BQ25890RTWR-G2,RTWST300     ,24,9593,1682.00,5819984,4410,1,14.97,12.67,15.06,                   ,9/16/2015 10:06,,4X4,STD
5819983,BQ25892RTWR-G2,RTWST300     ,24,10080,1682.00,5819983,4410,1,14.97,12.67,15.06,                   ,9/16/2015 10:06,,4X4,STD
5819977,BQ25892RTWR-G2,RTWST300     ,24,10076,1682.00,5819977,4410,1,14.97,12.67,15.06,                   ,9/16/2015 10:06,,4X4,STD
5819978,BQ25892RTWR-G2,RTWST300     ,24,10040,1682.00,5819978,4410,1,14.97,12.67,15.06,                   ,9/16/2015 10:06,,4X4,STD
5819976,BQ25892RTWR-G2,RTWST300     ,24,10074,1682.00,5819976,4410,1,14.97,12.67,15.06,                   ,9/16/2015 10:06,,4X4,STD
5819979,BQ25892RTWR-G2,RTWST300     ,24,10077,1682.00,5819979,4410,1,14.97,12.67,15.06,                   ,9/16/2015 10:06,,4X4,STD
5820824,BQ25890RTWR-G2,RTWST300     ,24,10077,1653.00,5820824,4410,1,14.97,12.67,14.78,                   ,9/16/2015 10:06,,4X4,STD
5820821,BQ25892RTWR-G2,RTWST300     ,24,10077,1653.00,5820821,4410,1,14.97,12.67,14.78,                   ,9/16/2015 10:06,,4X4,STD
5820822,BQ25892RTWR-G2,RTWST300     ,24,10074,1653.00,5820822,4410,1,14.97,12.67,14.78,                   ,9/16/2015 10:06,,4X4,STD
5820814,BQ25892RTWR-G2,RTWST300     ,24,10073,1653.00,5820814,4410,1,14.97,12.67,14.78,                   ,9/16/2015 10:06,,4X4,STD
5820817,BQ25892RTWR-G2,RTWST300     ,24,10076,1653.00,5820817,4410,1,14.97,12.67,14.78,                   ,9/16/2015 10:06,,4X4,STD
5820819,BQ25892RTWR-G2,RTWST300     ,24,10080,1653.00,5820819,4410,1,14.97,12.67,14.78,                   ,9/16/2015 10:06,,4X4,STD
5820825,BQ25892RTWR-G2,RTWST300     ,24,8521,1653.00,5820825,4410,1,14.97,12.67,14.78,                   ,9/16/2015 10:06,,4X4,STD
5820818,BQ25892RTWR-G2,RTWST300     ,24,10078,1653.00,5820818,4410,1,14.97,12.67,14.78,                   ,9/16/2015 10:06,,4X4,STD
5821956,BQ25890RTWR-G2,RTWST300     ,24,5039,1620.00,5821956,4410,1,14.97,12.67,14.45,                   ,9/16/2015 10:06,,4X4,STD
5821953,BQ25890RTWR-G2,RTWST300     ,24,10070,1620.00,5821953,4410,1,14.97,12.67,14.45,                   ,9/16/2015 10:06,,4X4,STD
5821954,BQ25892RTWR-G2,RTWST300     ,24,10056,1620.00,5821954,4410,1,14.97,12.67,14.45,                   ,9/16/2015 10:06,,4X4,STD
5821959,BQ25892RTWR-G2,RTWST300     ,24,10069,1620.00,5821959,4410,1,14.97,12.67,14.45,                   ,9/16/2015 10:06,,4X4,STD
5821961,BQ25890RTWR-G2,RTWST300     ,24,5872,1620.00,5821961,4410,1,14.97,12.67,14.45,                   ,9/16/2015 10:06,,4X4,STD
5822920,BQ25892RTWR-G2,RTWST300     ,24,10073,1588.00,5822920,4410,1,14.97,12.67,14.13,                   ,9/16/2015 10:06,,4X4,STD
5822919,BQ25892RTWR-G2,RTWST300     ,24,10070,1588.00,5822919,4410,1,14.97,12.67,14.13,                   ,9/16/2015 10:06,,4X4,STD
5822893,BQ25895RTWR-G2,RTWST300     ,24,10069,1588.00,5822893,4410,1,14.97,12.67,14.13,                   ,9/16/2015 10:06,,4X4,STD
5822894,BQ25895RTWR-G2,RTWST300     ,24,10074,1588.00,5822894,4410,1,14.97,12.67,14.13,                   ,9/16/2015 10:06,,4X4,STD
5822915,BQ25892RTWR-G2,RTWST300     ,24,10064,1588.00,5822915,4410,1,14.97,12.67,14.13,                   ,9/16/2015 10:06,,4X4,STD
5822922,BQ25892RTWR-G2,RTWST300     ,24,10071,1588.00,5822922,4410,1,14.97,12.67,14.13,                   ,9/16/2015 10:06,,4X4,STD
5822921,BQ25892RTWR-G2,RTWST300     ,24,10056,1588.00,5822921,4410,1,14.97,12.67,14.13,                   ,9/16/2015 10:06,,4X4,STD
5822924,BQ25892RTWR-G2,RTWST300     ,24,7507,1588.00,5822924,4410,1,14.97,12.67,14.13,                   ,9/16/2015 10:06,,4X4,STD
5822895,BQ25895RTWR-G2,RTWST300     ,24,10033,1588.00,5822895,4410,1,14.97,12.67,14.13,                   ,9/16/2015 10:06,,4X4,STD
5822923,BQ25892RTWR-G2,RTWST300     ,24,10077,1588.00,5822923,4410,1,14.97,12.67,14.13,                   ,9/16/2015 10:06,,4X4,STD
5822916,BQ25892RTWR-G2,RTWST300     ,24,10079,1588.00,5822916,4410,1,14.97,12.67,14.13,                   ,9/16/2015 10:06,,4X4,STD
5822896,BQ25895RTWR-G2,RTWST300     ,24,10069,1588.00,5822896,4410,1,14.97,12.67,14.13,                   ,9/16/2015 10:06,,4X4,STD
5822917,BQ25892RTWR-G2,RTWST300     ,24,10075,1588.00,5822917,4410,1,14.97,12.67,14.13,                   ,9/16/2015 10:06,,4X4,STD
5822914,BQ25892RTWR-G2,RTWST300     ,24,9956,1588.00,5822914,4410,1,14.97,12.67,14.13,                   ,9/16/2015 10:06,,4X4,STD
5796233,Q25896RTWR1-G2,RTWST300     ,24,10059,1574.00,5796233,4410,1,6.66,12.67,22.29,                   ,9/16/2015 10:06,,4X4,STD
5824159,BQ25892RTWR-G2,RTWST300     ,24,10070,1553.00,5824159,4410,1,14.97,12.67,13.77,                   ,9/16/2015 10:06,,4X4,STD
5824161,BQ25892RTWR-G2,RTWST300     ,24,9394,1553.00,5824161,4410,1,14.97,12.67,13.77,                   ,9/16/2015 10:06,,4X4,STD
5824164,BQ25892RTWR-G2,RTWST300     ,24,10079,1553.00,5824164,4410,1,14.97,12.67,13.77,                   ,9/16/2015 10:06,,4X4,STD
5824158,BQ25890RTWR-G2,RTWST300     ,24,10079,1553.00,5824158,4410,1,14.97,12.67,13.77,                   ,9/16/2015 10:06,,4X4,STD
5824156,BQ25892RTWR-G2,RTWST300     ,24,10073,1553.00,5824156,4410,1,14.97,12.67,13.77,                   ,9/16/2015 10:06,,4X4,STD
5824166,BQ25890RTWR-G2,RTWST300     ,24,7503,1553.00,5824166,4410,1,14.97,12.67,13.77,                   ,9/16/2015 10:06,,4X4,STD
5824162,BQ25892RTWR-G2,RTWST300     ,24,10077,1553.00,5824162,4410,1,14.97,12.67,13.77,                   ,9/16/2015 10:06,,4X4,STD
5824163,BQ25892RTWR-G2,RTWST300     ,24,10069,1553.00,5824163,4410,1,14.97,12.67,13.77,                   ,9/16/2015 10:06,,4X4,STD
5824160,BQ25892RTWR-G2,RTWST300     ,24,10077,1553.00,5824160,4410,1,14.97,12.67,13.77,                   ,9/16/2015 10:06,,4X4,STD
5825393,BQ25892RTWR-G2,RTWST300     ,24,9817,1515.00,5825393,4410,1,14.97,12.67,13.39,                   ,9/16/2015 10:06,,4X4,STD
5825412,BQ25892RTWR-G2,RTWST300     ,24,5034,1515.00,5825412,4410,1,14.97,12.67,13.39,                   ,9/16/2015 10:06,,4X4,STD
5825409,BQ25892RTWR-G2,RTWST300     ,24,10080,1515.00,5825409,4410,1,14.97,12.67,13.39,                   ,9/16/2015 10:06,,4X4,STD
5825408,BQ25890RTWR-G2,RTWST300     ,24,10078,1515.00,5825408,4410,1,14.97,12.67,13.39,                   ,9/16/2015 10:06,,4X4,STD
5825410,BQ25892RTWR-G2,RTWST300     ,24,10066,1515.00,5825410,4410,1,14.97,12.67,13.39,                   ,9/16/2015 10:06,,4X4,STD
5825391,BQ25890RTWR-G2,RTWST300     ,24,10072,1515.00,5825391,4410,1,14.97,12.67,13.39,                   ,9/16/2015 10:06,,4X4,STD
5826338,BQ25895RTWR-G2,RTWST300     ,24,10077,1487.00,5826338,4410,1,14.97,12.67,13.12,                   ,9/16/2015 10:06,,4X4,STD
5826304,BQ25890RTWR-G2,RTWST300     ,24,10075,1487.00,5826304,4410,1,14.97,12.67,13.12,                   ,9/16/2015 10:06,,4X4,STD
5826340,BQ25895RTWR-G2,RTWST300     ,24,9806,1487.00,5826340,4410,1,14.97,12.67,13.12,                   ,9/16/2015 10:06,,4X4,STD
5826305,BQ25890RTWR-G2,RTWST300     ,24,10068,1487.00,5826305,4410,1,14.97,12.67,13.12,                   ,9/16/2015 10:06,,4X4,STD
5826292,BQ25892RTWR-G2,RTWST300     ,24,10078,1487.00,5826292,4410,1,14.97,12.67,13.12,                   ,9/16/2015 10:06,,4X4,STD
5826302,BQ25892RTWR-G2,RTWST300     ,24,10073,1487.00,5826302,4410,1,14.97,12.67,13.12,                   ,9/16/2015 10:06,,4X4,STD
5826298,BQ25892RTWR-G2,RTWST300     ,24,10071,1487.00,5826298,4410,1,14.97,12.67,13.12,                   ,9/16/2015 10:06,,4X4,STD
5826307,BQ25892RTWR-G2,RTWST300     ,24,6251,1487.00,5826307,4410,1,14.97,12.67,13.12,                   ,9/16/2015 10:06,,4X4,STD
5826301,BQ25892RTWR-G2,RTWST300     ,24,10073,1487.00,5826301,4410,1,14.97,12.67,13.12,                   ,9/16/2015 10:06,,4X4,STD
5826339,BQ25895RTWR-G2,RTWST300     ,24,10051,1487.00,5826339,4410,1,14.97,12.67,13.12,                   ,9/16/2015 10:06,,4X4,STD
5826299,BQ25890RTWR-G2,RTWST300     ,24,10073,1487.00,5826299,4410,1,14.97,12.67,13.12,                   ,9/16/2015 10:06,,4X4,STD
5826337,BQ25895RTWR-G2,RTWST300     ,24,10043,1487.00,5826337,4410,1,14.97,12.67,13.12,                   ,9/16/2015 10:06,,4X4,STD
5826303,BQ25892RTWR-G2,RTWST300     ,24,10077,1487.00,5826303,4410,1,14.97,12.67,13.12,                   ,9/16/2015 10:06,,4X4,STD
5827597,BQ25890RTWR-G2,RTWST300     ,24,10079,1456.00,5827597,4410,1,14.97,12.67,12.8,                   ,9/16/2015 10:06,,4X4,STD
5827598,BQ25892RTWR-G2,RTWST300     ,24,10065,1456.00,5827598,4410,1,14.97,12.67,12.8,                   ,9/16/2015 10:06,,4X4,STD
5827601,BQ25892RTWR-G2,RTWST300     ,24,10079,1456.00,5827601,4410,1,14.97,12.67,12.8,                   ,9/16/2015 10:06,,4X4,STD
5827599,BQ25892RTWR-G2,RTWST300     ,24,10073,1456.00,5827599,4410,1,14.97,12.67,12.8,                   ,9/16/2015 10:06,,4X4,STD
5827596,BQ25890RTWR-G2,RTWST300     ,24,10079,1456.00,5827596,4410,1,14.97,12.67,12.8,                   ,9/16/2015 10:06,,4X4,STD
5827595,BQ25890RTWR-G2,RTWST300     ,24,10074,1456.00,5827595,4410,1,14.97,12.67,12.8,                   ,9/16/2015 10:06,,4X4,STD
5827603,BQ25892RTWR-G2,RTWST300     ,24,10062,1456.00,5827603,4410,1,14.97,12.67,12.8,                   ,9/16/2015 10:06,,4X4,STD
5827602,BQ25892RTWR-G2,RTWST300     ,24,10072,1456.00,5827602,4410,1,14.97,12.67,12.8,                   ,9/16/2015 10:06,,4X4,STD
5828517,BQ25892RTWR-G2,RTWST300     ,24,10060,1422.00,5828517,4410,1,14.97,12.67,12.47,                   ,9/16/2015 10:06,,4X4,STD
5828512,BQ25892RTWR-G2,RTWST300     ,24,10071,1422.00,5828512,4410,1,14.97,12.67,12.47,                   ,9/16/2015 10:06,,4X4,STD
