Machine_Instance,Machine_Family_Name,Lot_Name,Quantity,Lot_Weight,Initial_Lot_Flag,Device_Name,Tooling_Family_Name,Certification,Setup_Time,Completion_Time
CLFTEA85,ETS-2M-64,5987064,7802,834,N,PS53513RVER-LN,6543758C,1,10/28/2015 02:06:00,10/29/2015 12:02:02
CLFTEA85,ETS-2M-64,5987066,7634,834,N,PS53513RVER-LN,6543758C,1,10/28/2015 02:06:00,10/29/2015 14:48:20
CLFTEA85,ETS-2M-64,5987073,7813,834,N,PS53513RVER-LN,6543758C,1,10/28/2015 02:06:00,10/29/2015 17:38:17
CLFTEA85,ETS-2M-64,5987067,7530,834,N,PS53513RVER-LN,6543758C,1,10/28/2015 02:06:00,10/29/2015 20:22:26
CLFTEA85,ETS-2M-64,5987074,7645,834,N,PS53513RVER-LN,6543758C,1,10/28/2015 02:06:00,10/29/2015 23:08:57
CLFTEA85,ETS-2M-64,5987069,7756,834,N,PS53513RVER-LN,6543758C,1,10/28/2015 02:06:00,10/30/2015 01:57:44
CLFTEA85,ETS-2M-64,5987063,7542,834,N,PS53513RVER-LN,6543758C,1,10/28/2015 02:06:00,10/30/2015 04:42:08
CLFTEA85,ETS-2M-64,5987078,7765,834,N,PS53513RVER-LN,6543758C,1,10/28/2015 02:06:00,10/30/2015 07:31:07
CLFTEA85,ETS-2M-64,5987068,7832,834,N,PS53513RVER-LN,6543758C,1,10/28/2015 02:06:00,10/30/2015 10:21:27
CLFTEA85,ETS-2M-64,5987075,7797,834,N,PS53513RVER-LN,6543758C,1,10/28/2015 02:06:00,10/30/2015 13:11:05
CLFTEA85,ETS-2M-64,5820733,7567,5693,N,S53515ARVER-LN,6543758C,1,10/28/2015 02:06:00,10/30/2015 15:49:36
CLFTEA86,ETS-2-64,5976156,7957,1070,N,PS54426RSAR1-L,6520265B,1,10/28/2015 02:06:00,10/28/2015 04:54:27
CLFTEA86,ETS-2-64,5976153,10066,1070,N,PS54426RSAR1-L,6520265B,1,10/28/2015 02:06:00,10/28/2015 08:24:56
CLFTEA86,ETS-2-64,5976151,10041,1070,N,PS54426RSAR1-L,6520265B,1,10/28/2015 02:06:00,10/28/2015 11:54:55
CLFTEA86,ETS-2-64,5976152,10061,1070,N,PS54426RSAR1-L,6520265B,1,10/28/2015 02:06:00,10/28/2015 15:25:18
CLFTEA86,ETS-2-64,5976154,10051,1070,N,PS54426RSAR1-L,6520265B,1,10/28/2015 02:06:00,10/28/2015 18:55:28
CLFTEA86,ETS-2-64,5976155,9996,1070,N,PS54426RSAR1-L,6520265B,1,10/28/2015 02:06:00,10/28/2015 22:24:33
CLFTEA86,ETS-2-64,5906930,4972,1776,N,S54429ERSAR2-L,6520265B,1,10/28/2015 02:06:00,10/29/2015 00:32:45
CLFTEA86,ETS-2-64,5906928,6560,1776,N,S54429ERSAR2-L,6520265B,1,10/28/2015 02:06:00,10/29/2015 03:18:43
CLFTEA87,ETM-4-64,5925376,15548,1247,N,PS25810RVCR-G2,6590151A,1,10/28/2015 02:06:00,10/28/2015 07:57:10
CLFTEA87,ETM-4-64,5925375,15302,1247,N,PS25810RVCR-G2,6590151A,1,10/28/2015 02:06:00,10/28/2015 13:42:56
CLFTEA87,ETM-4-64,5925380,15496,1247,N,PS25810RVCR-G2,6590151A,1,10/28/2015 02:06:00,10/28/2015 19:32:58
CLFTEA87,ETM-4-64,5928826,15548,1147,N,PS25810RVCR-G2,6590151A,1,10/28/2015 02:06:00,10/29/2015 01:24:09
CLFTEA87,ETM-4-64,5928825,15539,1147,N,PS25810RVCR-G2,6590151A,1,10/28/2015 02:06:00,10/29/2015 07:15:08
CLFTEA87,ETM-4-64,5928824,15513,1147,N,PS25810RVCR-G2,6590151A,1,10/28/2015 02:06:00,10/29/2015 13:05:32
CLFTEA87,ETM-4-64,5928818,15546,1147,N,PS25810RVCR-G2,6590151A,1,10/28/2015 02:06:00,10/29/2015 18:56:40
CLFTEA87,ETM-4-64,5928820,15542,1147,N,PS25810RVCR-G2,6590151A,1,10/28/2015 02:06:00,10/30/2015 00:47:42
CLFTEA87,ETM-4-64,5928827,15528,1147,N,PS25810RVCR-G2,6590151A,1,10/28/2015 02:06:00,10/30/2015 06:38:26
CLFTEA87,ETM-4-64,5928822,15546,1147,N,PS25810RVCR-G2,6590151A,1,10/28/2015 02:06:00,10/30/2015 12:29:34
CLFTEA87,ETM-4-64,5928821,15541,1147,N,PS25810RVCR-G2,6590151A,1,10/28/2015 02:06:00,10/30/2015 18:20:36
CLFTEA87,ETM-4-64,5932938,10357,1031,N,PS25810RVCR-G2,6590151A,1,10/28/2015 02:06:00,10/30/2015 22:17:51
CLFTEA87,ETM-4-64,5932939,7741,1031,N,PS25810RVCR-G2,6590151A,1,10/28/2015 02:06:00,11/01/2015 01:17:41
CLFTEA88,ETS-2-64,5970715,7180,1238,N,A8001DRBR2-G2K,6512302B,1,10/28/2015 02:06:00,10/28/2015 05:14:03
CLFTEA88,ETS-2-64,5970712,13807,1238,N,A8001DRBR2-G2K,6512302B,1,10/28/2015 02:06:00,10/28/2015 11:06:28
CLFTEA88,ETS-2-64,5973994,13784,1146,N,A8001DRBR2-G2K,6512302B,1,10/28/2015 02:06:00,10/28/2015 16:58:19
CLFTEA88,ETS-2-64,5973997,13800,1146,N,A8001DRBR2-G2K,6512302B,1,10/28/2015 02:06:00,10/28/2015 22:50:34
CLFTEA88,ETS-2-64,5974004,13440,1146,N,A8001DRBR2-G2K,6512302B,1,10/28/2015 02:06:00,10/29/2015 04:33:53
CLFTEA88,ETS-2-64,5974006,8619,1146,N,A8001DRBR2-G2K,6512302B,1,10/28/2015 02:06:00,10/29/2015 08:17:38
CLFTEA88,ETS-2-64,5974002,13811,1146,N,A8001DRBR2-G2K,6512302B,1,10/28/2015 02:06:00,10/29/2015 14:10:09
CLFTEA88,ETS-2-64,5981558,13814,921,N,A8001DRBR2-G2K,6512302B,1,10/28/2015 02:06:00,10/29/2015 20:02:45
CLFTEA88,ETS-2-64,5981560,13723,921,N,A8001DRBR2-G2K,6512302B,1,10/28/2015 02:06:00,10/30/2015 01:53:06
CLFTEA88,ETS-2-64,5981562,6908,921,N,A8001DRBR2-G2K,6512302B,1,10/28/2015 02:06:00,10/30/2015 04:54:24
CLFTEA88,ETS-2-64,5984782,13803,830,N,A8001DRBR2-G2K,6512302B,1,10/28/2015 02:06:00,10/30/2015 10:46:43
CLFTEA88,ETS-2-64,5984783,13814,830,N,A8001DRBR2-G2K,6512302B,1,10/28/2015 02:06:00,10/30/2015 16:39:19
CLFTEA88,ETS-2-64,5859725,6107,3158,N,001DRBR1-G2QN#,6512302B,1,10/28/2015 02:06:00,10/30/2015 19:20:45
CLFTEA88,ETS-2-64,5972955,5754,1178,N,S7A8101DRBR-G2,6512302B,1,10/28/2015 02:06:00,11/01/2015 00:01:42
CLFTEA89,ETM-5-128,5942008,5894,2083,N,A3221AIRGVR-ZK,6529675B,1,10/28/2015 02:06:00,10/28/2015 04:05:18
CLFTEA89,ETM-5-128,5978517,5029,1010,N,A3221AIRGVR-ZK,6529675B,1,10/28/2015 02:06:00,10/28/2015 05:48:34
CLFTEA89,ETM-5-128,5978514,10069,1010,N,A3221AIRGVR-ZK,6529675B,1,10/28/2015 02:06:00,10/28/2015 09:05:20
CLFTEA89,ETM-5-128,5982290,10067,902,N,A3221AIRGVR-ZK,6529675B,1,10/28/2015 02:06:00,10/28/2015 12:22:04
CLFTEA89,ETM-5-128,5982294,10070,902,N,A3221AIRGVR-ZK,6529675B,1,10/28/2015 02:06:00,10/28/2015 15:38:51
CLFTEA89,ETM-5-128,5982297,10077,902,N,A3221AIRGVR-ZK,6529675B,1,10/28/2015 02:06:00,10/28/2015 18:55:46
CLFTEA89,ETM-5-128,5982289,10058,902,N,A3221AIRGVR-ZK,6529675B,1,10/28/2015 02:06:00,10/28/2015 22:12:20
CLFTEA89,ETM-5-128,5982291,9799,902,N,A3221AIRGVR-ZK,6529675B,1,10/28/2015 02:06:00,10/29/2015 01:24:06
CLFTEA89,ETM-5-128,5982288,10054,902,N,A3221AIRGVR-ZK,6529675B,1,10/28/2015 02:06:00,10/29/2015 04:40:35
CLFTEA89,ETM-5-128,5982293,10063,902,N,A3221AIRGVR-ZK,6529675B,1,10/28/2015 02:06:00,10/29/2015 07:57:15
CLFTEA89,ETM-5-128,5982298,10070,902,N,A3221AIRGVR-ZK,6529675B,1,10/28/2015 02:06:00,10/29/2015 11:14:02
CLFTEA89,ETM-5-128,5982300,7207,902,N,A3221AIRGVR-ZK,6529675B,1,10/28/2015 02:06:00,10/29/2015 13:37:42
CLFTEA89,ETM-5-128,5982295,9963,902,N,A3221AIRGVR-ZK,6529675B,1,10/28/2015 02:06:00,10/29/2015 16:52:30
CLFTEA89,ETM-5-128,5982296,10057,902,N,A3221AIRGVR-ZK,6529675B,1,10/28/2015 02:06:00,10/29/2015 20:09:03
CLFTEA89,ETM-5-128,5982299,10061,902,N,A3221AIRGVR-ZK,6529675B,1,10/28/2015 02:06:00,10/29/2015 23:25:40
CLFTEA89,ETM-5-128,5982287,10046,902,N,A3221AIRGVR-ZK,6529675B,1,10/28/2015 02:06:00,10/30/2015 02:42:01
CLFTEA89,ETM-5-128,5982292,10071,902,N,A3221AIRGVR-ZK,6529675B,1,10/28/2015 02:06:00,10/30/2015 05:58:49
CLFTEA89,ETM-5-128,5982286,10076,902,N,A3221AIRGVR-ZK,6529675B,1,10/28/2015 02:06:00,10/30/2015 09:15:43
CLFTEA89,ETM-5-128,5982285,10071,902,N,A3221AIRGVR-ZK,6529675B,1,10/28/2015 02:06:00,10/30/2015 12:32:31
CLFTEA89,ETM-5-128,5985576,8460,807,N,A3221AIRGVR-ZK,6529675B,1,10/28/2015 02:06:00,10/30/2015 15:19:26
CLFTEA89,ETM-5-128,5985584,8506,807,N,A3221AIRGVR-ZK,6529675B,1,10/28/2015 02:06:00,10/30/2015 18:07:13
CLFTEA89,ETM-5-128,5985582,10011,807,N,A3221AIRGVR-ZK,6529675B,1,10/28/2015 02:06:00,10/30/2015 21:22:54
CLFTEA89,ETM-5-128,5989502,5028,706,N,A3221AIRGVR-ZK,6529675B,1,10/28/2015 02:06:00,10/30/2015 23:06:09
CLFTEA89,ETM-5-128,5989495,6188,706,N,A3221AIRGVR-ZK,6529675B,1,10/28/2015 02:06:00,11/01/2015 01:10:55
CLFTEA9,ETS-0-64,5969781,13813,1269,N,TPS2555DRCR-C,6523514A,1,10/28/2015 02:06:00,10/28/2015 06:01:50
CLFTEA9,ETS-0-64,5969775,13775,1269,N,TPS2555DRCR-C,6523514A,1,10/28/2015 02:06:00,10/28/2015 09:57:04
CLFTEA9,ETS-0-64,5969779,13435,1269,N,TPS2555DRCR-C,6523514A,1,10/28/2015 02:06:00,10/28/2015 13:46:44
CLFTEA9,ETS-0-64,5976093,12647,1078,N,TPS2555DRCR-C,6523514A,1,10/28/2015 02:06:00,10/28/2015 17:23:31
CLFTEA9,ETS-0-64,5982354,13810,902,N,TPS2555DRCR-C,6523514A,1,10/28/2015 02:06:00,10/28/2015 21:19:18
CLFTEA9,ETS-0-64,5982348,13816,902,N,TPS2555DRCR-C,6523514A,1,10/28/2015 02:06:00,10/29/2015 01:15:12
CLFTEA9,ETS-0-64,5982347,13806,902,N,TPS2555DRCR-C,6523514A,1,10/28/2015 02:06:00,10/29/2015 05:10:56
CLFTEA9,ETS-0-64,5982350,13800,902,N,TPS2555DRCR-C,6523514A,1,10/28/2015 02:06:00,10/29/2015 09:06:34
CLFTEA9,ETS-0-64,5982349,13821,902,N,TPS2555DRCR-C,6523514A,1,10/28/2015 02:06:00,10/29/2015 13:02:33
CLFTEA9,ETS-0-64,5987398,13765,755,N,TPS2555DRCR-C,6523514A,1,10/28/2015 02:06:00,10/29/2015 16:57:37
CLFTEA9,ETS-0-64,5987402,6909,755,N,TPS2555DRCR-C,6523514A,1,10/28/2015 02:06:00,10/29/2015 19:00:33
CLFTEA90,ETM-5-128,5968570,10074,1048,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/28/2015 05:04:36
CLFTEA90,ETM-5-128,5971009,10075,976,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/28/2015 08:03:14
CLFTEA90,ETM-5-128,5971018,10075,976,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/28/2015 11:01:51
CLFTEA90,ETM-5-128,5971005,10076,976,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/28/2015 14:00:30
CLFTEA90,ETM-5-128,5971022,10077,976,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/28/2015 16:59:09
CLFTEA90,ETM-5-128,5971024,10075,976,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/28/2015 19:57:47
CLFTEA90,ETM-5-128,5971020,10071,976,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/28/2015 22:56:21
CLFTEA90,ETM-5-128,5971021,10080,976,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/29/2015 01:55:03
CLFTEA90,ETM-5-128,5971007,10065,976,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/29/2015 04:53:31
CLFTEA90,ETM-5-128,5971010,10071,976,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/29/2015 07:52:04
CLFTEA90,ETM-5-128,5977638,10076,780,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/29/2015 10:50:43
CLFTEA90,ETM-5-128,5977645,10076,780,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/29/2015 13:49:21
CLFTEA90,ETM-5-128,5977632,10076,780,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/29/2015 16:48:00
CLFTEA90,ETM-5-128,5977644,10076,780,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/29/2015 19:46:39
CLFTEA90,ETM-5-128,5977636,10078,780,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/29/2015 22:45:19
CLFTEA90,ETM-5-128,5977630,10080,780,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 01:44:02
CLFTEA90,ETM-5-128,5977643,10078,780,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 04:42:42
CLFTEA90,ETM-5-128,5977639,10078,780,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 07:41:23
CLFTEA90,ETM-5-128,5977649,10077,780,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 10:40:03
CLFTEA90,ETM-5-128,5977647,10076,780,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 13:38:41
CLFTEA90,ETM-5-128,5977642,10078,780,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 16:37:22
CLFTEA90,ETM-5-128,5981661,5037,663,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 18:11:39
CLFTEA90,ETM-5-128,5981656,5035,663,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 19:45:54
CLFTEA90,ETM-5-128,5936078,5034,1654,N,BQ25892RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 21:07:44
CLFTEA90,ETM-5-128,5941876,10062,1492,N,BQ25892RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 23:41:22
CLFTEA90,ETM-5-128,5987054,7847,467,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,11/01/2015 02:02:42
CLFTEA91,ETS-S-64,5971830,2572,1202,N,N0706026RHHR-B,6479550B,1,10/28/2015 02:06:00,10/28/2015 04:12:04
CLFTEA91,ETS-S-64,5975035,5143,1102,N,N0706026RHHR-B,6479550B,1,10/28/2015 02:06:00,10/28/2015 08:14:13
CLFTEA91,ETS-S-64,5975032,5174,1102,N,N0706026RHHR-B,6479550B,1,10/28/2015 02:06:00,10/28/2015 12:17:46
CLFTEA91,ETS-S-64,5975046,3383,1102,N,N0706026RHHR-B,6479550B,1,10/28/2015 02:06:00,10/28/2015 15:00:28
CLFTEA91,ETS-S-64,5975039,5179,1102,N,N0706026RHHR-B,6479550B,1,10/28/2015 02:06:00,10/28/2015 19:04:14
CLFTEA91,ETS-S-64,5975038,5165,1102,N,N0706026RHHR-B,6479550B,1,10/28/2015 02:06:00,10/28/2015 23:07:23
CLFTEA91,ETS-S-64,5975031,5160,1102,N,N0706026RHHR-B,6479550B,1,10/28/2015 02:06:00,10/29/2015 03:10:18
CLFTEA91,ETS-S-64,5975034,5141,1102,N,N0706026RHHR-B,6479550B,1,10/28/2015 02:06:00,10/29/2015 07:12:21
CLFTEA91,ETS-S-64,5975044,5128,1102,N,N0706026RHHR-B,6479550B,1,10/28/2015 02:06:00,10/29/2015 11:13:50
CLFTEA91,ETS-S-64,5975030,5182,1102,N,N0706026RHHR-B,6479550B,1,10/28/2015 02:06:00,10/29/2015 15:17:44
CLFTEA91,ETS-S-64,5975029,5172,1102,N,N0706026RHHR-B,6479550B,1,10/28/2015 02:06:00,10/29/2015 19:21:12
CLFTEA91,ETS-S-64,5975033,5111,1102,N,N0706026RHHR-B,6479550B,1,10/28/2015 02:06:00,10/29/2015 23:21:54
CLFTEA91,ETS-S-64,5975042,5178,1102,N,N0706026RHHR-B,6479550B,1,10/28/2015 02:06:00,10/30/2015 03:25:38
CLFTEA91,ETS-S-64,5979549,5128,968,N,N0706026RHHR-B,6479550B,1,10/28/2015 02:06:00,10/30/2015 07:27:06
CLFTEA91,ETS-S-64,5979548,5132,968,N,N0706026RHHR-B,6479550B,1,10/28/2015 02:06:00,10/30/2015 11:28:45
CLFTEA91,ETS-S-64,5979553,5169,968,N,N0706026RHHR-B,6479550B,1,10/28/2015 02:06:00,10/30/2015 15:32:05
CLFTEA91,ETS-S-64,5979546,5114,968,N,N0706026RHHR-B,6479550B,1,10/28/2015 02:06:00,10/30/2015 19:32:55
CLFTEA91,ETS-S-64,5971840,5169,1202,N,N0706026RHHR-B,6479550B,1,10/28/2015 02:06:00,10/30/2015 23:36:15
CLFTEA92,ETM-5-128,5971019,10030,976,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/28/2015 05:03:52
CLFTEA92,ETM-5-128,5971025,10079,976,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/28/2015 08:02:33
CLFTEA92,ETM-5-128,5971003,10071,976,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/28/2015 11:01:07
CLFTEA92,ETM-5-128,5971008,10077,976,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/28/2015 13:59:47
CLFTEA92,ETM-5-128,5971017,9950,976,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/28/2015 16:56:19
CLFTEA92,ETM-5-128,5975297,10071,846,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/28/2015 19:54:52
CLFTEA92,ETM-5-128,5975292,10073,846,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/28/2015 22:53:28
CLFTEA92,ETM-5-128,5975305,10074,846,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/29/2015 01:52:04
CLFTEA92,ETM-5-128,5975302,10079,846,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/29/2015 04:50:46
CLFTEA92,ETM-5-128,5975306,10074,846,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/29/2015 07:49:23
CLFTEA92,ETM-5-128,5977631,10075,780,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/29/2015 10:48:00
CLFTEA92,ETM-5-128,5977634,10032,780,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/29/2015 13:45:54
CLFTEA92,ETM-5-128,5977637,10066,780,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/29/2015 16:44:23
CLFTEA92,ETM-5-128,5977646,10075,780,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/29/2015 19:43:01
CLFTEA92,ETM-5-128,5977641,10064,780,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/29/2015 22:41:27
CLFTEA92,ETM-5-128,5977633,10049,780,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 01:39:39
CLFTEA92,ETM-5-128,5977648,10074,780,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 04:38:15
CLFTEA92,ETM-5-128,5977635,10058,780,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 07:36:36
CLFTEA92,ETM-5-128,5977629,10065,780,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 10:35:03
CLFTEA92,ETM-5-128,5983139,5030,574,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 12:09:13
CLFTEA92,ETM-5-128,5985778,5039,504,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 13:43:32
CLFTEA92,ETM-5-128,5986453,5029,476,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 15:17:41
CLFTEA92,ETM-5-128,5988538,5034,433,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 16:51:55
CLFTEA92,ETM-5-128,5936086,5031,1654,N,BQ25892RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 18:13:43
CLFTEA92,ETM-5-128,5937339,5039,1624,N,BQ25892RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 19:35:38
CLFTEA92,ETM-5-128,5940700,10071,1525,N,BQ25892RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 22:09:24
CLFTEA92,ETM-5-128,5941879,10053,1492,N,BQ25892RTWR-G2,6579768C,1,10/28/2015 02:06:00,11/01/2015 00:42:54
CLFTEA92,ETM-5-128,5982284,5039,246,N,BQ25892RTWR-G2,6579768C,1,10/28/2015 02:06:00,11/01/2015 02:04:49
CLFTEA95,ETS-4M-128,5934343,77,7508,N,PS53318DQPR-LN,6522167C,1,10/28/2015 02:06:00,10/28/2015 02:18:03
CLFTEA95,ETS-4M-128,5973165,4586,1643,N,PS53355DQPR-CN,6522167C,1,10/28/2015 02:06:00,10/28/2015 04:20:53
CLFTEA95,ETS-4M-128,5962786,6859,1542,N,PS53355DQPR-CN,6522167C,1,10/28/2015 02:06:00,10/28/2015 07:19:38
CLFTEA95,ETS-4M-128,5963820,6964,1510,N,PS53355DQPR-CN,6522167C,1,10/28/2015 02:06:00,10/28/2015 10:20:59
CLFTEA95,ETS-4M-128,5978169,6772,1510,N,PS53355DQPR-CN,6522167C,1,10/28/2015 02:06:00,10/28/2015 13:17:36
CLFTEA95,ETS-4M-128,5963811,3445,1510,N,PS53355DQPR-CN,6522167C,1,10/28/2015 02:06:00,10/28/2015 14:52:21
CLFTEA95,ETS-4M-128,5963816,3839,1510,N,PS53355DQPR-CN,6522167C,1,10/28/2015 02:06:00,10/28/2015 16:36:47
CLFTEA95,ETS-4M-128,5963818,6993,1510,N,PS53355DQPR-CN,6522167C,1,10/28/2015 02:06:00,10/28/2015 19:38:51
CLFTEA95,ETS-4M-128,5979953,6878,1510,N,PS53355DQPR-CN,6522167C,1,10/28/2015 02:06:00,10/28/2015 22:38:05
CLFTEA95,ETS-4M-128,5963819,4869,1510,N,PS53355DQPR-CN,6522167C,1,10/28/2015 02:06:00,10/29/2015 00:47:52
CLFTEA95,ETS-4M-128,5963821,6879,1510,N,PS53355DQPR-CN,6522167C,1,10/28/2015 02:06:00,10/29/2015 03:47:07
CLFTEA95,ETS-4M-128,5967096,6892,1409,N,PS53355DQPR-CN,6522167C,1,10/28/2015 02:06:00,10/29/2015 06:46:42
CLFTEA95,ETS-4M-128,5980705,3968,1409,N,PS53355DQPR-CN,6522167C,1,10/28/2015 02:06:00,10/29/2015 08:34:19
CLFTEA95,ETS-4M-128,5967097,4668,1409,N,PS53355DQPR-CN,6522167C,1,10/28/2015 02:06:00,10/29/2015 10:39:09
CLFTEA95,ETS-4M-128,5980704,6750,1409,N,PS53355DQPR-CN,6522167C,1,10/28/2015 02:06:00,10/29/2015 13:35:14
CLFTEA95,ETS-4M-128,5967056,4647,1409,N,S53353DQPR2-CN,6522167C,1,10/28/2015 02:06:00,10/29/2015 15:38:49
CLFTEA95,ETS-4M-128,5967061,5489,1409,N,S53353DQPR2-CN,6522167C,1,10/28/2015 02:06:00,10/29/2015 18:02:58
CLFTEA95,ETS-4M-128,5967060,6967,1409,N,S53353DQPR2-CN,6522167C,1,10/28/2015 02:06:00,10/29/2015 21:03:17
CLFTEA95,ETS-4M-128,5967066,6806,1409,N,S53353DQPR2-CN,6522167C,1,10/28/2015 02:06:00,10/29/2015 23:59:39
CLFTEA95,ETS-4M-128,5967065,6836,1409,N,S53353DQPR2-CN,6522167C,1,10/28/2015 02:06:00,10/30/2015 02:56:45
CLFTEA95,ETS-4M-128,5967062,3414,1409,N,S53353DQPR2-CN,6522167C,1,10/28/2015 02:06:00,10/30/2015 04:30:10
CLFTEA95,ETS-4M-128,5967067,6913,1409,N,S53353DQPR2-CN,6522167C,1,10/28/2015 02:06:00,10/30/2015 07:29:09
CLFTEA95,ETS-4M-128,5967057,3420,1409,N,S53353DQPR2-CN,6522167C,1,10/28/2015 02:06:00,10/30/2015 09:02:44
CLFTEA95,ETS-4M-128,5983259,6682,1409,N,S53353DQPR2-CN,6522167C,1,10/28/2015 02:06:00,10/30/2015 11:56:04
CLFTEA95,ETS-4M-128,5970330,6489,1309,N,S53353DQPR2-CN,6522167C,1,10/28/2015 02:06:00,10/30/2015 14:44:41
CLFTEA95,ETS-4M-128,5970323,5956,1309,N,S53353DQPR2-CN,6522167C,1,10/28/2015 02:06:00,10/30/2015 17:20:16
CLFTEA95,ETS-4M-128,5970326,6214,1309,N,S53353DQPR2-CN,6522167C,1,10/28/2015 02:06:00,10/30/2015 20:02:10
CLFTEA95,ETS-4M-128,5970333,6561,1309,N,S53353DQPR2-CN,6522167C,1,10/28/2015 02:06:00,10/30/2015 22:52:32
CLFTEA95,ETS-4M-128,5970329,5304,1309,N,S53353DQPR2-CN,6522167C,1,10/28/2015 02:06:00,11/01/2015 01:12:11
CLFTEA97,ETM-2-64,5961910,13810,1487,N,PS40040DRBRB-B,6473092B,1,10/28/2015 02:06:00,10/28/2015 07:30:32
CLFTEA97,ETM-2-64,5961911,13749,1487,N,PS40040DRBRB-B,6473092B,1,10/28/2015 02:06:00,10/28/2015 12:53:41
CLFTEA97,ETM-2-64,5961913,12663,1487,N,PS40040DRBRB-B,6473092B,1,10/28/2015 02:06:00,10/28/2015 17:52:05
CLFTEA97,ETM-2-64,5944367,10220,2002,N,PS40041DRBT-B,6473092B,1,10/28/2015 02:06:00,10/28/2015 21:57:16
CLFTEA98,ETM-2-64,5925291,14813,2561,N,S62736RGYR-G2K,6566885A,1,10/28/2015 02:06:00,10/28/2015 08:17:41
CLFTEA98,ETM-2-64,5946856,7464,1938,N,S62736RGYR-G2K,6566885A,1,10/28/2015 02:06:00,10/28/2015 11:29:55
CLFTEA98,ETM-2-64,5985013,14092,830,N,S62736RGYR-G2K,6566885A,1,10/28/2015 02:06:00,10/28/2015 17:24:00
CLFTEA98,ETM-2-64,5985012,14980,830,N,S62736RGYR-G2K,6566885A,1,10/28/2015 02:06:00,10/28/2015 23:39:47
